Gene	sgRNA	MP38|beta	MP38|z	MP38|p-value	MP38|fdr	MP38|wald-p-value	MP38|wald-fdr
ABCA6	5	-0.061963	-0.2192	0.62512	0.91755	0.8265	0.94878
ABCA7	5	0.076961	1.3235	0.38382	0.82776	0.18567	0.67445
ABCA8	5	0.023619	0.28478	0.7613	0.94984	0.77581	0.92804
ABCA9	4	0.067383	0.69509	0.50328	0.87972	0.487	0.82365
ABCB1	5	-0.16439	-1.4186	0.22059	0.71488	0.15602	0.65743
ABCB10	3	0.18832	1.1773	0.096523	0.53117	0.23906	0.70566
ABCB11	5	-0.1078	-1.3181	0.3997	0.83569	0.18745	0.67606
ABCB4	5	-0.026185	-0.19122	0.8601	0.97563	0.84836	0.95505
ABCB5	5	-0.016894	-0.12862	0.92608	0.98833	0.89766	0.97244
ABCB6	5	0.044525	0.34756	0.60185	0.91468	0.72817	0.91089
ABCB7	5	-0.19349	-1.9114	0.16322	0.64622	0.055952	0.53067
ABCB8	5	0.064498	0.72286	0.46151	0.86408	0.46976	0.81497
ABCB9	5	-0.072732	-0.83471	0.56481	0.90354	0.40388	0.78449
ABCC1	5	0.088378	1.0095	0.31595	0.79367	0.31271	0.74618
ABCC10	5	-0.049474	-0.49418	0.70404	0.93705	0.62118	0.87329
ABCC11	5	0.035777	0.57842	0.66567	0.92628	0.56298	0.85168
ABCC12	5	0.068115	0.66392	0.43969	0.85537	0.50674	0.83097
ABCC2	5	0.046257	0.32265	0.58975	0.90971	0.74696	0.91839
ABCC3	5	0.11663	1.0546	0.18727	0.67915	0.29162	0.73611
ABCC4	5	0.12436	1.2079	0.15806	0.64041	0.22707	0.69658
ABCC5	5	-0.063285	-0.66876	0.61741	0.91704	0.50365	0.82995
ABCC6	10	-0.17031	-2.3623	0.09719	0.53287	0.018163	0.29018
ABCC8	5	0.019121	0.18577	0.79629	0.95977	0.85262	0.95612
ABCC9	5	-0.0209	-0.23918	0.89742	0.98458	0.81096	0.94256
ABCD1	5	-0.021918	-0.18595	0.8892	0.98179	0.85249	0.95612
ABCD2	5	-0.079692	-0.77052	0.52866	0.89137	0.44099	0.80291
ABCD3	5	-0.051886	-0.71144	0.68822	0.93301	0.47681	0.81862
ABCD4	5	0.076441	0.69838	0.3867	0.82824	0.48494	0.82328
ABCE1	5	-1.3266	-4.2941	0	0	1.7538e-05	0.0039972
ABCF1	5	-0.50134	-2.8622	0.0044985	0.09289	0.0042066	0.10969
ABCF2	5	-0.14685	-1.8548	0.2658	0.75338	0.063629	0.55663
ABCF3	5	0.043553	0.42942	0.60885	0.91613	0.66762	0.89038
ABCG1	5	0.095688	1.1102	0.27902	0.76632	0.2669	0.71861
ABCG2	5	-0.018926	-0.26016	0.91208	0.98619	0.79474	0.93695
ABCG4	5	0.081891	0.8171	0.35333	0.81107	0.41387	0.78842
ABCG5	5	-0.024287	-0.32531	0.87293	0.97828	0.74495	0.91767
ABCG8	5	0.062465	0.73282	0.4764	0.87048	0.46367	0.81179
ABHD1	5	0.044549	0.37882	0.60169	0.91468	0.70482	0.90365
ABHD10	5	0.082068	0.61767	0.3526	0.81097	0.5368	0.84317
ABHD11	5	0.066881	0.92565	0.44696	0.85669	0.35463	0.76707
ABHD12	5	-0.022833	-0.20697	0.88237	0.97918	0.83603	0.95044
ABHD12B	5	0.21422	1.5955	0.014106	0.19797	0.1106	0.61522
ABHD13	5	-0.0043542	-0.023199	0.9799	0.99656	0.98149	0.99581
ABHD14A	5	0.19226	1.7764	0.026658	0.28285	0.075675	0.57554
ABHD14B	5	0.17247	1.7042	0.048317	0.38944	0.088346	0.59048
ABHD15	5	-0.14889	-1.2573	0.26019	0.75135	0.20864	0.68815
ABHD16A	5	0.028742	0.44857	0.7212	0.94158	0.65374	0.88589
ABHD16B	5	0.061274	0.68537	0.48367	0.8737	0.49311	0.82589
ABHD17A	3	-0.22918	-1.2565	0.18266	0.67245	0.20893	0.68821
ABHD17B	5	-0.12725	-0.7024	0.32789	0.80141	0.48243	0.82267
ABHD17C	5	0.078731	0.79802	0.37215	0.82115	0.42486	0.79382
ABHD2	5	0.019117	0.1772	0.79629	0.95977	0.85935	0.9585
ABHD3	5	-0.00086114	-0.0087267	0.95263	0.99202	0.99304	0.99852
ABHD4	5	0.017082	0.235	0.81367	0.96458	0.81421	0.94411
ABHD5	4	0.13957	1.2982	0.15445	0.63334	0.19423	0.67978
ABHD6	5	0.022301	0.38827	0.77185	0.95384	0.69781	0.90075
ABHD8	5	0.03151	0.36265	0.69893	0.93548	0.71687	0.90752
ABI1	5	0.12495	0.98163	0.15517	0.63471	0.32628	0.75154
ABI2	5	0.075777	0.93497	0.39131	0.831	0.34981	0.76471
ABI3	5	-0.015411	-0.17996	0.93663	0.99043	0.85719	0.95819
ABI3BP	5	0.03779	0.40682	0.65089	0.9225	0.68414	0.8958
ABL1	5	0.18146	1.8339	0.037321	0.34251	0.066661	0.56077
ABL2	5	0.15956	1.4267	0.067089	0.45396	0.15368	0.65743
ABLIM1	5	0.16351	1.3979	0.060646	0.43265	0.16216	0.66302
ABLIM2	5	-0.15669	-1.6253	0.23964	0.73518	0.10409	0.60799
ABLIM3	5	0.037146	0.34857	0.6555	0.92423	0.72741	0.91085
ABR	11	0.018926	0.34475	0.65123	0.9225	0.73028	0.91219
ABRA	5	-0.061323	-0.73151	0.62846	0.91803	0.46447	0.81243
ABRACL	4	0.080272	0.99889	0.4248	0.84581	0.31785	0.74618
ABT1	5	-0.92928	-3.9389	5.5537e-05	0.0034965	8.1861e-05	0.010918
ABTB1	5	0.059874	0.59624	0.49239	0.87687	0.55101	0.84927
ABTB2	5	0.089729	1.2711	0.3089	0.78763	0.20369	0.68441
ACAA1	5	0.11599	1.0296	0.19005	0.67996	0.30322	0.74037
ACAA2	5	-0.073942	-0.58405	0.55865	0.9026	0.55919	0.85069
ACACA	5	-0.14586	-1.0501	0.26858	0.75578	0.29365	0.73732
ACACB	5	0.094749	1.0335	0.28402	0.77249	0.30136	0.74037
ACAD10	5	0.017293	0.17516	0.81145	0.96417	0.86096	0.95918
ACAD11	5	0.039154	0.3043	0.64051	0.91974	0.7609	0.92354
ACAD8	5	-0.29805	-1.703	0.049372	0.39319	0.088566	0.59064
ACAD9	5	-0.0068317	-0.064334	0.99956	0.99994	0.9487	0.98781
ACADL	5	0.11242	1.3104	0.20432	0.69643	0.19008	0.67708
ACADM	5	0.072968	0.45975	0.40936	0.83962	0.6457	0.88307
ACADS	5	0.089207	1.093	0.3119	0.78976	0.2744	0.72446
ACADSB	5	0.11933	0.67891	0.17711	0.66563	0.4972	0.82699
ACADVL	5	0.090547	1.2362	0.30429	0.78417	0.21637	0.6918
ACAN	5	0.068152	0.73092	0.4393	0.85514	0.46483	0.81262
ACAP1	5	0.12837	1.7069	0.14301	0.61377	0.087844	0.58946
ACAP2	5	-0.069484	-0.68477	0.58197	0.90704	0.49349	0.8262
ACAP3	5	-0.041848	-0.37504	0.75192	0.94829	0.70763	0.90436
ACAT1	5	0.0071618	0.030436	0.89365	0.9838	0.97572	0.99427
ACAT2	5	0.16295	0.98647	0.061591	0.43637	0.3239	0.74982
ACBD3	5	0.069233	0.66362	0.43291	0.85009	0.50694	0.83097
ACBD4	5	-0.06503	-0.4264	0.60819	0.91613	0.66981	0.89153
ACBD5	4	0.21848	1.2125	0.024936	0.27146	0.22531	0.69483
ACBD6	5	0.23403	1.657	0.0072198	0.12671	0.09751	0.60149
ACBD7	5	0.15121	0.96265	0.08325	0.50067	0.33573	0.75813
ACCS	5	0.024097	0.21336	0.75703	0.94831	0.83105	0.94984
ACCSL	5	0.046577	0.47236	0.58714	0.90864	0.63667	0.87988
ACD	5	-0.19445	-2.3283	0.1615	0.64522	0.019897	0.30699
ACE	5	0.15502	1.3113	0.07603	0.48018	0.18975	0.67708
ACE2	5	0.16846	1.168	0.053149	0.40923	0.2428	0.70785
ACER1	5	-0.18842	-1.6907	0.17216	0.65881	0.090893	0.59322
ACER2	5	-0.005597	-0.051669	0.98945	0.99933	0.95879	0.98991
ACER3	5	0.033147	0.28161	0.68672	0.93301	0.77825	0.92919
ACHE	4	-0.12587	-1.4259	0.37099	0.82084	0.1539	0.65743
ACIN1	5	-0.50423	-2.8703	0.0041097	0.087678	0.0041007	0.10763
ACKR2	5	0.0047252	0.036765	0.9112	0.98588	0.97067	0.99344
ACKR3	5	0.028262	0.29626	0.72576	0.94201	0.76703	0.92568
ACKR4	5	-0.14124	-1.4322	0.28179	0.77046	0.15209	0.65564
ACLY	5	-0.11867	-0.9696	0.35666	0.81178	0.33225	0.75498
ACMSD	5	0.054957	0.56489	0.52621	0.89026	0.57215	0.85515
ACN9	4	0.016109	0.15884	0.85549	0.97389	0.87379	0.96418
ACO1	5	0.020102	0.31449	0.78874	0.9575	0.75315	0.92023
ACO2	5	-0.056938	-0.50266	0.656	0.92429	0.6152	0.87074
ACOT1	4	0.1395	1.213	0.15478	0.63427	0.22512	0.69473
ACOT11	5	-0.043071	-0.4597	0.7452	0.947	0.64573	0.88307
ACOT12	5	-0.076658	-0.99107	0.5451	0.89561	0.32165	0.74864
ACOT13	4	0.021646	0.19144	0.81867	0.96529	0.84818	0.95505
ACOT2	4	-0.12167	-1.141	0.3852	0.82815	0.25387	0.71293
ACOT4	5	0.11905	0.85777	0.17816	0.66681	0.39102	0.77962
ACOT6	5	0.0529	0.48224	0.54038	0.89379	0.62963	0.87718
ACOT7	5	0.11989	1.2519	0.175	0.66344	0.21062	0.68837
ACOT8	5	-0.098507	-0.89672	0.43952	0.85537	0.36987	0.77012
ACOT9	5	0.13607	0.64328	0.12002	0.58181	0.52005	0.83619
ACOX1	5	0.062941	0.64812	0.47318	0.86886	0.51691	0.8345
ACOX2	5	-0.051636	-0.51311	0.68994	0.93317	0.60788	0.86721
ACOX3	5	0.12245	1.1388	0.16528	0.64936	0.25478	0.7133
ACOXL	5	-0.11874	-0.95624	0.35633	0.81178	0.33895	0.75962
ACP1	10	0.11884	1.4765	0.053371	0.40988	0.1398	0.6403
ACP2	4	-0.011162	-0.1215	0.95651	0.99292	0.90329	0.97353
ACP5	5	0.086629	0.92586	0.32567	0.80044	0.35452	0.76707
ACP6	5	0.076471	0.61463	0.38654	0.8282	0.5388	0.84376
ACPL2	5	0.04691	0.50886	0.58475	0.90822	0.61085	0.86873
ACPP	5	0.023752	0.19626	0.76008	0.94975	0.84441	0.95377
ACPT	5	0.12806	1.6885	0.14395	0.61513	0.091325	0.59322
ACR	5	-0.20917	-1.6654	0.13673	0.60417	0.095823	0.59884
ACRBP	5	0.10213	1.1577	0.24886	0.74226	0.24699	0.71022
ACRC	5	0.09989	1.012	0.25991	0.75135	0.31153	0.74537
ACRV1	5	0.1896	1.1116	0.029157	0.29577	0.26632	0.71851
ACSBG1	5	0.097221	0.8589	0.27102	0.75757	0.39039	0.77934
ACSBG2	5	-0.070059	-0.73708	0.57886	0.90627	0.46107	0.81129
ACSF2	5	0.042891	0.48803	0.61324	0.91635	0.62553	0.87575
ACSF3	5	0.27657	1.6822	0.0021659	0.056358	0.092523	0.59541
ACSL1	5	0.034974	0.29423	0.67266	0.9282	0.76858	0.92625
ACSL3	5	0.039056	0.43569	0.64129	0.92008	0.66306	0.88905
ACSL4	5	0.23514	1.6264	0.0069977	0.12451	0.10386	0.60738
ACSL5	5	0.12028	0.61839	0.17383	0.66187	0.53632	0.84317
ACSL6	5	0.17119	1.6221	0.049317	0.39309	0.10477	0.60878
ACSM1	4	-0.085251	-0.74891	0.5331	0.8918	0.45391	0.80977
ACSM2A	5	0.069157	0.66996	0.43352	0.8503	0.50288	0.82995
ACSM2B	4	0.0097904	0.092698	0.90187	0.98506	0.92614	0.97984
ACSM3	5	0.043965	0.25468	0.60558	0.91613	0.79897	0.93832
ACSM4	5	-0.02487	-0.19703	0.86888	0.97763	0.8438	0.95374
ACSM5	5	-0.085705	-0.69171	0.49828	0.87786	0.48912	0.82441
ACSS1	5	0.21242	1.3186	0.014551	0.20031	0.18732	0.67606
ACSS2	5	0.10126	1.3986	0.25303	0.74493	0.16194	0.66302
ACSS3	5	0.17236	1.3135	0.048317	0.38944	0.18903	0.67634
ACTA1	5	-0.013505	-0.31438	0.95057	0.9916	0.75324	0.92023
ACTA2	5	-0.01033	-0.10171	0.97468	0.99502	0.91898	0.97747
ACTB	4	-0.403	-2.2507	0.024658	0.27057	0.024404	0.35069
ACTBL2	5	0.022965	0.21599	0.7668	0.95155	0.829	0.94955
ACTC1	5	0.01391	0.16944	0.83817	0.96911	0.86545	0.9614
ACTG1	5	-0.16023	-1.0734	0.23092	0.7255	0.28311	0.72941
ACTG2	6	-0.080573	-0.90569	0.50267	0.87959	0.3651	0.76961
ACTL10	5	0.10554	1.1532	0.23364	0.72861	0.24884	0.7108
ACTL6A	5	-0.67692	-3.3264	0.00055537	0.022124	0.00087988	0.044503
ACTL6B	5	0.12265	1.0581	0.16439	0.64756	0.29003	0.73471
ACTL7A	5	-0.0046535	-0.062401	0.98212	0.99684	0.95024	0.98791
ACTL7B	5	0.17962	1.5908	0.039931	0.35626	0.11165	0.61561
ACTL8	5	0.06223	0.90732	0.47779	0.87084	0.36424	0.76936
ACTL9	5	-0.13723	-1.3142	0.2944	0.77942	0.18879	0.67634
ACTN1	5	0.053118	0.71179	0.53876	0.89311	0.47659	0.81862
ACTN2	5	0.0069952	0.062571	0.89481	0.98401	0.95011	0.98791
ACTN4	5	0.21641	1.6711	0.013162	0.19051	0.094706	0.59687
ACTR10	5	-0.44234	-2.3843	0.0087193	0.14549	0.017112	0.27808
ACTR1A	5	-0.22217	-1.7515	0.11829	0.57829	0.079854	0.58141
ACTR1B	5	-0.078018	-0.84102	0.53715	0.89311	0.40034	0.78367
ACTR2	5	-0.58695	-2.3139	0.0014995	0.042722	0.020675	0.31495
ACTR3	5	-0.10551	-0.72544	0.40814	0.83902	0.46818	0.81419
ACTR3B	5	0.0020615	0.012751	0.93169	0.98979	0.98983	0.99824
ACTR3C	5	-0.16046	-1.1997	0.23076	0.7255	0.23026	0.69946
ACTR5	5	-0.071596	-0.88435	0.57048	0.90416	0.37651	0.77355
ACTR6	5	0.21591	1.1912	0.013384	0.19295	0.23358	0.70289
ACTR8	5	-0.35741	-2.5025	0.023103	0.26016	0.012331	0.22519
ACTRT1	5	0.0258	0.17856	0.74397	0.94671	0.85828	0.9585
ACTRT2	5	0.091901	1.0585	0.29823	0.78189	0.28982	0.73448
ACTRT3	5	0.10818	0.85038	0.22159	0.71505	0.39512	0.78075
ACVR1	5	0.24783	1.6267	0.004554	0.093394	0.1038	0.60738
ACVR1B	5	0.099997	0.6849	0.25914	0.75101	0.49341	0.8262
ACVR1C	5	0.045006	0.38341	0.59819	0.91233	0.70142	0.90231
ACVR2A	5	0.14845	0.64725	0.088415	0.51486	0.51747	0.83487
ACVR2B	5	-0.0047725	-0.051803	0.98295	0.9969	0.95869	0.98991
ACVRL1	5	0.040578	0.58372	0.63079	0.91804	0.55941	0.85069
ACY1	5	0.11669	1.2455	0.18716	0.67915	0.21295	0.68986
ACY3	5	0.10031	0.7597	0.2578	0.74992	0.44743	0.80565
ACYP1	5	0.14608	1.1364	0.092858	0.52071	0.25579	0.7133
ACYP2	5	0.056583	0.42051	0.51538	0.88609	0.67412	0.89258
ADA	5	0.062067	0.62801	0.47867	0.87109	0.53	0.83981
ADAD1	5	-0.0069138	-0.037172	0.99978	0.99994	0.97035	0.99344
ADAD2	5	0.031845	0.36364	0.69577	0.93353	0.71613	0.90752
ADAL	5	0.055729	0.55302	0.52055	0.88793	0.58025	0.8577
ADAM10	5	0.040765	0.37897	0.62907	0.91803	0.70471	0.90365
ADAM11	5	-0.03434	-0.39345	0.8029	0.96265	0.69398	0.89973
ADAM12	5	0.062553	0.71727	0.47595	0.87048	0.47321	0.81691
ADAM15	5	0.040516	0.49872	0.63129	0.91804	0.61798	0.87168
ADAM17	5	0.12306	0.97687	0.16272	0.64588	0.32863	0.75294
ADAM18	4	0.21578	1.2264	0.027213	0.28638	0.22004	0.69262
ADAM19	5	0.1881	1.2453	0.030268	0.30077	0.21303	0.68986
ADAM2	5	-0.024948	-0.18227	0.86871	0.97763	0.85537	0.95758
ADAM20	5	-0.079665	-0.86309	0.52882	0.89137	0.38809	0.77752
ADAM21	5	0.0057515	0.037261	0.90414	0.98506	0.97028	0.99344
ADAM22	5	0.022662	0.24822	0.76935	0.95275	0.80396	0.93981
ADAM23	5	0.085395	0.50081	0.33183	0.80378	0.6165	0.87133
ADAM28	5	0.083067	0.91121	0.34644	0.80975	0.36218	0.76932
ADAM29	5	0.14042	1.3002	0.10913	0.56336	0.19354	0.67923
ADAM30	5	-0.11527	-1.0329	0.36965	0.82033	0.30165	0.74037
ADAM32	5	0.035634	0.24446	0.66694	0.92669	0.80688	0.94108
ADAM33	5	0.032918	0.28791	0.68877	0.93301	0.77342	0.92732
ADAM7	5	0.096423	0.891	0.2748	0.761	0.37293	0.77145
ADAM8	4	0.23148	1.9957	0.017938	0.22524	0.04597	0.49547
ADAM9	5	0.0064238	0.050558	0.89831	0.98472	0.95968	0.99024
ADAMDEC1	5	0.084236	0.83767	0.339	0.80631	0.40222	0.78422
ADAMTS1	5	-0.012228	-0.1287	0.96035	0.99292	0.89759	0.97244
ADAMTS10	5	-0.017197	-0.17641	0.92436	0.98833	0.85997	0.95877
ADAMTS12	5	-0.018248	-0.24683	0.91642	0.98702	0.80504	0.94031
ADAMTS13	5	-0.041988	-0.45355	0.75136	0.94829	0.65016	0.88437
ADAMTS14	5	0.053132	0.5415	0.53871	0.89311	0.58816	0.86067
ADAMTS15	5	0.17142	1.7376	0.049261	0.393	0.082277	0.58603
ADAMTS16	5	0.11499	1.1273	0.19421	0.68515	0.25962	0.71645
ADAMTS17	5	-0.062675	-0.54087	0.62046	0.91723	0.5886	0.86073
ADAMTS18	5	0.091519	0.7917	0.2999	0.78329	0.42854	0.79504
ADAMTS19	5	0.17327	1.6033	0.047595	0.38866	0.10887	0.61316
ADAMTS2	5	0.080753	0.87126	0.35833	0.81259	0.38361	0.77516
ADAMTS20	5	0.0085976	0.11276	0.88248	0.97918	0.91022	0.97538
ADAMTS3	5	-0.01969	-0.19129	0.90698	0.98506	0.8483	0.95505
ADAMTS4	5	-0.12906	-1.9336	0.32173	0.79709	0.053168	0.52544
ADAMTS5	5	0.1654	1.7163	0.058036	0.42532	0.086115	0.58829
ADAMTS6	5	0.13342	1.2001	0.12757	0.59216	0.23011	0.69946
ADAMTS7	5	-0.043253	-0.35414	0.74359	0.94642	0.72323	0.90933
ADAMTS8	5	0.15514	1.3175	0.075808	0.47979	0.18766	0.67606
ADAMTS9	5	-0.030338	-0.39352	0.82995	0.96688	0.69393	0.89973
ADAMTSL1	5	0.3033	1.8887	0.0010552	0.03351	0.058938	0.53921
ADAMTSL2	5	0.0015975	0.012241	0.93563	0.99013	0.99023	0.99824
ADAMTSL3	5	0.066049	1.1049	0.45152	0.85787	0.26919	0.72038
ADAMTSL4	5	-0.19728	-1.3557	0.15689	0.63903	0.17518	0.6695
ADAMTSL5	5	-0.29108	-2.1972	0.053038	0.40899	0.028009	0.38498
ADAP1	5	0.054905	0.45509	0.52677	0.89046	0.64905	0.88419
ADAP2	5	-0.043051	-0.31125	0.74525	0.947	0.75561	0.92114
ADAR	5	-0.85379	-3.4965	5.5537e-05	0.0034965	0.00047138	0.032771
ADARB1	5	0.033031	0.44109	0.68777	0.93301	0.65915	0.88771
ADARB2	5	0.13148	1.0823	0.13273	0.5973	0.27912	0.7264
ADAT1	5	0.12867	1.1835	0.14195	0.61324	0.2366	0.70441
ADAT2	5	-0.091986	-0.68298	0.46923	0.8673	0.49462	0.8268
ADAT3	5	0.016683	0.18895	0.81678	0.96529	0.85014	0.95575
ADC	5	0.076941	0.86019	0.38404	0.82791	0.38969	0.77881
ADCK1	5	0.060332	0.85238	0.49	0.87634	0.394	0.78047
ADCK2	5	-0.17973	-1.7714	0.18894	0.67996	0.076499	0.57554
ADCK3	5	-0.0067508	-0.078271	0.999	0.99994	0.93761	0.98468
ADCK4	5	0.15559	2.012	0.074642	0.47693	0.044218	0.49208
ADCK5	5	0.034562	0.37192	0.67639	0.92995	0.70995	0.90527
ADCY1	5	-0.024869	-0.33809	0.86888	0.97763	0.73529	0.91403
ADCY10	5	0.098924	1.0427	0.26358	0.75154	0.29707	0.73915
ADCY2	5	0.082684	0.83194	0.34872	0.8099	0.40544	0.78522
ADCY3	5	-0.0081592	-0.095698	0.99095	0.99933	0.92376	0.97908
ADCY4	5	-0.062296	-0.65329	0.62285	0.91723	0.51357	0.83284
ADCY5	5	0.038136	0.36891	0.64878	0.9225	0.71219	0.90646
ADCY6	5	-0.075461	-0.89375	0.55109	0.89915	0.37145	0.77083
ADCY7	5	0.15597	1.8888	0.073864	0.47466	0.058917	0.53921
ADCY8	5	-0.11044	-1.001	0.38859	0.82932	0.31684	0.74618
ADCY9	5	-0.028167	-0.34789	0.84644	0.9709	0.72792	0.91085
ADCYAP1	5	0.038495	0.43976	0.64617	0.92239	0.66011	0.8882
ADCYAP1R1	5	0.0052917	0.069496	0.90731	0.98506	0.94459	0.98634
ADD1	5	0.016665	0.22174	0.81689	0.96529	0.82451	0.94815
ADD2	4	-0.017667	-0.16067	0.91464	0.98695	0.87236	0.96372
ADD3	5	-0.082799	-0.58383	0.51327	0.88458	0.55934	0.85069
ADH1A	5	0.0047931	0.051732	0.91086	0.98576	0.95874	0.98991
ADH1B	5	0.062023	0.67307	0.47878	0.87109	0.5009	0.82958
ADH4	5	0.0132	0.10932	0.84344	0.97013	0.91295	0.97613
ADH5	3	-0.37696	-1.741	0.060091	0.43265	0.081689	0.58441
ADH6	5	-0.034155	-0.32936	0.80379	0.96295	0.74188	0.91691
ADH7	5	0.14228	1.3602	0.10447	0.5523	0.17377	0.669
ADHFE1	5	-0.27401	-2.3326	0.065534	0.44748	0.019671	0.30548
ADI1	5	0.18979	1.3102	0.029157	0.29577	0.19014	0.67708
ADIG	5	-0.077304	-0.98728	0.54071	0.89379	0.32351	0.74982
ADIPOQ	5	0.16303	1.2855	0.061368	0.43607	0.19862	0.68269
ADIPOR1	5	0.08599	0.63987	0.32883	0.80209	0.52225	0.8366
ADIPOR2	5	0.019617	0.19763	0.7924	0.95868	0.84333	0.95356
ADIRF	5	0.00012965	0.0019606	0.94602	0.99127	0.99844	0.99981
ADK	5	0.059375	0.40783	0.49511	0.87721	0.6834	0.8958
ADM	5	0.1141	1.3786	0.1976	0.68839	0.168	0.66647
ADM2	5	0.25371	1.6862	0.0038321	0.08384	0.091762	0.59404
ADM5	5	0.055232	0.54396	0.52416	0.8893	0.58647	0.8603
ADNP	5	0.067215	0.74446	0.4453	0.85669	0.4566	0.81033
ADNP2	5	-0.050224	-0.4471	0.6991	0.93556	0.6548	0.8861
ADO	5	0.040365	0.55198	0.63223	0.91804	0.58096	0.8577
ADORA1	5	-0.039248	-0.38093	0.76908	0.95267	0.70326	0.90296
ADORA2A	5	0.072239	0.98579	0.41475	0.84251	0.32424	0.74982
ADORA2B	5	0.16393	2.0534	0.060202	0.43265	0.040034	0.47279
ADORA3	12	0.023666	0.29231	0.58975	0.90971	0.77005	0.92683
ADPGK	5	0.091328	0.85614	0.30079	0.78341	0.39192	0.78005
ADPRH	5	0.081425	0.87008	0.35521	0.81178	0.38426	0.77523
ADPRHL1	5	0.085538	0.69209	0.33117	0.80372	0.48888	0.82427
ADPRHL2	5	0.059583	0.6142	0.49389	0.87721	0.53908	0.84391
ADPRM	5	0.094588	1.1254	0.28457	0.77272	0.26043	0.71645
ADRA1A	5	0.079051	0.74809	0.36971	0.82033	0.45441	0.80981
ADRA1B	5	0.010863	0.094561	0.86349	0.97634	0.92466	0.97923
ADRA1D	5	-0.047727	-0.50955	0.71648	0.94024	0.61037	0.86866
ADRA2A	5	-0.01263	-0.1306	0.95746	0.99292	0.89609	0.97152
ADRA2B	5	0.010004	0.18655	0.87032	0.9778	0.85202	0.95612
ADRA2C	5	0.020271	0.24134	0.78707	0.9575	0.80929	0.94192
ADRB1	5	0.15428	1.1907	0.077308	0.4835	0.23375	0.70289
ADRB2	5	0.070461	0.73778	0.42575	0.84581	0.46065	0.81129
ADRB3	5	-0.074222	-0.791	0.55748	0.9026	0.42894	0.79505
ADRBK1	5	-0.03437	-0.36772	0.80273	0.96265	0.71308	0.90654
ADRBK2	5	0.12111	1.0772	0.17061	0.65711	0.28138	0.72779
ADRM1	5	-0.44659	-2.6287	0.0081639	0.13842	0.0085707	0.17723
ADSL	5	-0.64602	-3.4189	0.00083306	0.028355	0.00062867	0.037608
ADSS	5	-0.074528	-0.36339	0.55581	0.90211	0.71632	0.90752
